"","alpha","beta","gamma","OutSample_Error","InSample_Error","Mean_MAPE"
"673",0.65,0.75,0.15,0.164982140654223,0.0795579042621491,0.103964828945599
"674",0.65,0.75,0.25,0.166162147593508,0.0795998429977628,0.104331930025119
"675",0.65,0.75,0.35,0.167341865388528,0.0796418049246264,0.10469896505717
"676",0.65,0.75,0.45,0.168521294964158,0.0796837900702647,0.105065934325663
"677",0.65,0.75,0.55,0.169700437245141,0.0797257984622503,0.105432838114505
"678",0.65,0.75,0.65,0.170879293156106,0.0797678301282036,0.105799676707604
"679",0.65,0.75,0.75,0.172057863621558,0.0798098850957927,0.106166450388869
"680",0.65,0.75,0.85,0.173236149565888,0.0798519633927339,0.106533159442206
"681",0.65,0.75,0.95,0.174414151913368,0.0798940650467913,0.106899804151527
"682",0.65,0.85,0.05,0.176116540560097,0.0827440402738518,0.109421897498493
"683",0.65,0.85,0.15,0.177531165098186,0.0827926789317375,0.109860817836437
"684",0.65,0.85,0.25,0.178945363922095,0.0828413472331447,0.110299637715702
"685",0.65,0.85,0.35,0.180359138244821,0.0828900452119397,0.110738357507049
"686",0.65,0.85,0.45,0.181772489278973,0.082938772902048,0.11117697758117
"687",0.65,0.85,0.55,0.18318541823678,0.0829875303374545,0.11161549830869
"688",0.65,0.85,0.65,0.184597926330093,0.0830363175522038,0.112053920060172
"689",0.65,0.85,0.75,0.186010014770387,0.0830851345804002,0.112492243206111
"690",0.65,0.85,0.85,0.18742168476877,0.0831339814562077,0.11293046811694
"691",0.65,0.85,0.95,0.188832937535978,0.0831828582138502,0.113368595163029
"692",0.65,0.95,0.05,0.184614294516498,0.0861359996812123,0.114272655348437
"693",0.65,0.95,0.15,0.186256682834793,0.0861921693231999,0.114782030326512
"694",0.65,0.95,0.25,0.18789846643578,0.0862483759090905,0.115291258916716
"695",0.65,0.95,0.35,0.189539646839041,0.0863046194800006,0.115800341582584
"696",0.65,0.95,0.45,0.191180225563386,0.0863609000771199,0.116309278787482
"697",0.65,0.95,0.55,0.192820204126855,0.0864172177417115,0.11681807099461
"698",0.65,0.95,0.65,0.194459584046731,0.0864735725151116,0.117326718667003
"699",0.65,0.95,0.75,0.196098366839537,0.0865299644387301,0.117835222267532
"700",0.65,0.95,0.85,0.197736554021043,0.0865863935540505,0.118343582258906
"701",0.65,0.95,0.95,0.199374147106273,0.0866428599026303,0.118851799103671
"702",0.75,0.05,0.05,0.0508849432571178,0.0674205231684321,0.0626960717651995
"703",0.75,0.05,0.15,0.049989846577143,0.0674388999658863,0.0624534561405311
"704",0.75,0.05,0.25,0.0490948122426706,0.0674572808950524,0.0622108612800862
"705",0.75,0.05,0.35,0.0481998401720905,0.0674756659605786,0.0619682871638677
"706",0.75,0.05,0.45,0.0473049302837526,0.0674940551671189,0.0617257337718714
"707",0.75,0.05,0.55,0.0464100824959691,0.0675124485193335,0.0614832010840866
"708",0.75,0.05,0.65,0.0455152967270136,0.0675308460218885,0.0612406890804956
"709",0.75,0.05,0.75,0.0446205728951211,0.0675492476794558,0.0609981977410744
"710",0.75,0.05,0.85,0.0437259109184878,0.0675676534967136,0.0607557270457919
"711",0.75,0.05,0.95,0.0428313107152714,0.0675860634783459,0.0605132769746103
"712",0.75,0.15,0.05,0.0625209907216858,0.069776654587494,0.0677036077686917
"713",0.75,0.15,0.15,0.0616670678832854,0.0697970299127133,0.0674741836185911
"714",0.75,0.15,0.25,0.0608133610873739,0.0698174106486523,0.0672448250597156
"715",0.75,0.15,0.35,0.0599598702268547,0.0698377968010511,0.0670155320655664
"716",0.75,0.15,0.45,0.0591065951946574,0.0698581883756567,0.0667863046096569
"717",0.75,0.15,0.55,0.0582535358837388,0.0698785853782237,0.0665571426655137
"718",0.75,0.15,0.65,0.0574006921870802,0.0698989878145134,0.0663280462066754
"719",0.75,0.15,0.75,0.0565480639976904,0.0699193956902949,0.0660990152066937
"720",0.75,0.15,0.85,0.0556956512086038,0.0699398090113443,0.0658700496391327
"721",0.75,0.15,0.95,0.0548434537128802,0.0699602277834448,0.0656411494775692
"722",0.75,0.25,0.05,0.073931066426236,0.0724554844820934,0.072877079323277
"723",0.75,0.25,0.15,0.0731499745413509,0.0724786300090189,0.0726704427325423
"724",0.75,0.25,0.25,0.0723693285880963,0.0725017827239666,0.0724639386851465
"725",0.75,0.25,0.35,0.0715891284471531,0.0725249426340952,0.0722575671521118
"726",0.75,0.25,0.45,0.0708667243782254,0.0725481097465725,0.0720677139270447
"727",0.75,0.25,0.55,0.0711730020000107,0.0725712840685745,0.0721717749061277
"728",0.75,0.25,0.65,0.0714791946793883,0.0725944656072867,0.0722758167707443
"729",0.75,0.25,0.75,0.0717853024676088,0.0726176543699033,0.0723798395406763
"730",0.75,0.25,0.85,0.0720913254159111,0.0726408503636272,0.0724838432357083
"731",0.75,0.25,0.95,0.0723972635755209,0.0726640535956706,0.0725878278756278
"732",0.75,0.35,0.05,0.0890129925450796,0.0754125967994499,0.0792984241553441
"733",0.75,0.35,0.15,0.0894459388064148,0.075439278518635,0.0794411814580007
"734",0.75,0.35,0.25,0.0898787621646247,0.0754659697393409,0.0795839104322791
"735",0.75,0.35,0.35,0.0903114627222535,0.0754926704704948,0.0797266111138545
"736",0.75,0.35,0.45,0.0907440405818235,0.075519380721035,0.0798692835384031
"737",0.75,0.35,0.55,0.0911764958458347,0.0755461004999105,0.0800119277416031
"738",0.75,0.35,0.65,0.091608828616767,0.0755728298160816,0.0801545437591346
"739",0.75,0.35,0.75,0.092041038997079,0.0755995686785194,0.0802971316266793
"740",0.75,0.35,0.85,0.0924731270892071,0.0756263170962061,0.0804396913799207
"741",0.75,0.35,0.95,0.0929050929955659,0.075653075078135,0.0805822230545438
"742",0.75,0.45,0.05,0.106883631917731,0.078679237280689,0.0867376357484154
"743",0.75,0.45,0.15,0.107466221412444,0.07871021662141,0.0869262179902769
"744",0.75,0.45,0.25,0.10804863075319,0.078741208331398,0.0871147575947671
"745",0.75,0.45,0.35,0.108630860111532,0.0787722124217162,0.0873032546188064
"746",0.75,0.45,0.45,0.109212909658988,0.0788032289034411,0.0874917091193118
"747",0.75,0.45,0.55,0.109794779567025,0.078834257787663,0.087680121153195
"748",0.75,0.45,0.65,0.110376470007061,0.0788652990854856,0.0878684907773644
"749",0.75,0.45,0.75,0.110957981150467,0.0788963528080266,0.0880568180487237
"750",0.75,0.45,0.85,0.111539313168563,0.0789274189664169,0.0882451030241729
"751",0.75,0.45,0.95,0.112120466232626,0.0789584975718016,0.0884333457606084
"752",0.75,0.55,0.05,0.121640765000671,0.0822166581637139,0.0934806886885587
"753",0.75,0.55,0.15,0.122385413188027,0.082252692546141,0.0937191841581083
"754",0.75,0.55,0.25,0.123129799629682,0.0822887427179844,0.0939576161213265
"755",0.75,0.55,0.35,0.123873924581751,0.0823248086928251,0.0941959846610895
"756",0.75,0.55,0.45,0.124617788300244,0.0823608904842609,0.0944342898602561
"757",0.75,0.55,0.55,0.125361391041069,0.0823969881059062,0.094672531801667
"758",0.75,0.55,0.65,0.126104733060026,0.0824331015713925,0.094910710568145
"759",0.75,0.55,0.75,0.126847814612813,0.0824692308943682,0.0951488262424953
"760",0.75,0.55,0.85,0.127590635955023,0.0825053760884983,0.0953868789075055
"761",0.75,0.55,0.95,0.128333197342148,0.0825415371674651,0.0956248686459459
"762",0.75,0.65,0.05,0.13203806644325,0.0859620186672094,0.0991266037460781
"763",0.75,0.65,0.15,0.132947642418107,0.0860038614093307,0.0994163702689812
"764",0.75,0.65,0.25,0.133856848719912,0.0860457238916418,0.0997060452711477
"765",0.75,0.65,0.35,0.134765685700573,0.0860876061306393,0.099995628864906
"766",0.75,0.65,0.45,0.1356741537118,0.0861295081428404,0.100285121162543
"767",0.75,0.65,0.55,0.136582253105109,0.0861714299447831,0.100574522276305
"768",0.75,0.65,0.65,0.137489984231821,0.0862133715530258,0.100863832318396
"769",0.75,0.65,0.75,0.138397347443062,0.0862553329841481,0.101153051400981
"770",0.75,0.65,0.85,0.139304343089762,0.0862973142547499,0.101442179636182
"771",0.75,0.65,0.95,0.140210971522657,0.0863393153814522,0.101731217136082
"772",0.75,0.75,0.05,0.137055962285722,0.0899082869002486,0.103379051296098
"773",0.75,0.75,0.15,0.138124731232276,0.0899566858436582,0.10371898452612
"774",0.75,0.75,0.25,0.139192997343898,0.0900051089669163,0.10405879136034
"775",0.75,0.75,0.35,0.140260761072639,0.090053556289852,0.104398471942077
"776",0.75,0.75,0.45,0.141328022870226,0.0901020278323199,0.104738026414579
"777",0.75,0.75,0.55,0.142394783188063,0.0901505236141996,0.105077454921018
"778",0.75,0.75,0.65,0.143461042477225,0.0901990436553957,0.10541675760449
"779",0.75,0.75,0.75,0.144526801188466,0.0902475879758383,0.105755934608018
"780",0.75,0.75,0.85,0.145592059772217,0.0902961565954828,0.10609498607455
"781",0.75,0.75,0.95,0.146656818678587,0.0903447495343097,0.10643391214696
"782",0.75,0.85,0.05,0.13571051553507,0.0940474834913877,0.10595120693244
"783",0.75,0.85,0.15,0.136924859243707,0.0941031778236295,0.106337943943652
"784",0.75,0.85,0.25,0.138138546566783,0.0941589012025478,0.106724514163758
"785",0.75,0.85,0.35,0.139351578050738,0.0942146536517476,0.107110917765745
"786",0.75,0.85,0.45,0.140563954241523,0.0942704351948645,0.107497154922481
"787",0.75,0.85,0.55,0.141775675684602,0.0943262458555643,0.107883225806718
"788",0.75,0.85,0.65,0.142986742924949,0.0943820856575429,0.108269130591087
"789",0.75,0.85,0.75,0.144197156507055,0.0944379546245271,0.108654869448107
"790",0.75,0.85,0.85,0.145406916974924,0.0944938527802739,0.109040442550174
"791",0.75,0.85,0.95,0.146616024872075,0.0945497801485708,0.109425850069572
"792",0.75,0.95,0.05,0.126935036573577,0.0983676067476866,0.106529729555084
"793",0.75,0.95,0.15,0.128274094249709,0.0984313218044532,0.106957828217383
"794",0.75,0.95,0.25,0.129612331254193,0.0984950711201949,0.107385716872766
"795",0.75,0.95,0.35,0.130949748208098,0.0985588547227723,0.10781339571858
"796",0.75,0.95,0.45,0.132286345731817,0.0986226726400818,0.108240864952006
"797",0.75,0.95,0.55,0.133622124445073,0.0986865249000559,0.108668124770061
"798",0.75,0.95,0.65,0.134957084966915,0.0987504115306634,0.109095175369592
"799",0.75,0.95,0.75,0.136291227915727,0.0988143325599095,0.109522016947286
"800",0.75,0.95,0.85,0.137624553909215,0.0988782880158352,0.109948649699658
"801",0.75,0.95,0.95,0.138957063564422,0.0989422779265182,0.110375073823062
"802",0.85,0.05,0.05,0.050375685115755,0.072626925750169,0.0662694284260507
"803",0.85,0.05,0.15,0.049879104644122,0.0726423536022646,0.0661385681856525
"804",0.85,0.05,0.25,0.0493825765318003,0.0726577845035006,0.0660077250830148
"805",0.85,0.05,0.35,0.0488861007652611,0.0726732184556844,0.0658768991155634
"806",0.85,0.05,0.45,0.0483896773309763,0.072688655460625,0.0657460902807254
"807",0.85,0.05,0.55,0.0478933062154178,0.0727040955201328,0.0656152985759285
"808",0.85,0.05,0.65,0.0473969874050587,0.0727195386360193,0.065484523998602
"809",0.85,0.05,0.75,0.0469007208863731,0.0727349848100977,0.0653537665461764
"810",0.85,0.05,0.85,0.0464045066458352,0.0727504340441822,0.065223026216083
"811",0.85,0.05,0.95,0.0459083446699201,0.0727658863400884,0.0650923030057546
"812",0.85,0.15,0.05,0.0611311390571361,0.0756660176738836,0.0715131952119558
"813",0.85,0.15,0.15,0.0606699043133626,0.0756835599521323,0.071393944055341
"814",0.85,0.15,0.25,0.0602087854946382,0.0757011061347947,0.0712747288090357
"815",0.85,0.15,0.35,0.0597477825825044,0.0757186562240943,0.0711555494693543
"816",0.85,0.15,0.45,0.0592868955585148,0.075736210222256,0.0710364060326157
"817",0.85,0.15,0.55,0.0588261244042347,0.0757537681315067,0.0709172984951432
"818",0.85,0.15,0.65,0.0583654691012432,0.0757713299540744,0.0707982268532655
"819",0.85,0.15,0.75,0.0579049296311292,0.0757888956921894,0.0706791911033151
"820",0.85,0.15,0.85,0.0574445059754951,0.0758064653480832,0.0705601912416295
"821",0.85,0.15,0.95,0.056984198115956,0.075824038923989,0.070441227264551
"822",0.85,0.25,0.05,0.0707937791147853,0.0791016094815121,0.0767279436624473
"823",0.85,0.25,0.15,0.070384635512465,0.0791218533226808,0.0766255053769049
"824",0.85,0.25,0.25,0.0699756905418754,0.0791421021557431,0.0765231274089238
"825",0.85,0.25,0.35,0.0695669441823517,0.0791623559834328,0.0764208097545525
"826",0.85,0.25,0.45,0.0691583964132629,0.0791826148084855,0.0763185524098504
"827",0.85,0.25,0.55,0.0687500472140115,0.0792028786336387,0.0762163553708881
"828",0.85,0.25,0.65,0.0683418965640323,0.0792231474616323,0.0761142186337466
"829",0.85,0.25,0.75,0.067933944442794,0.079243421295208,0.0760121421945183
"830",0.85,0.25,0.85,0.0675261908297981,0.0792637001371096,0.0759101260493063
"831",0.85,0.25,0.95,0.0671186357045793,0.0792839839900826,0.0758081701942246
"832",0.85,0.35,0.05,0.0792558846077217,0.0829612161107451,0.0819025499670241
"833",0.85,0.35,0.15,0.0789087105427014,0.0829847417626163,0.0818201614140692
"834",0.85,0.35,0.25,0.0790439536367635,0.0830082737291987,0.0818756108456457
"835",0.85,0.35,0.35,0.0794044896260453,0.0830318120138362,0.0819954341887531
"836",0.85,0.35,0.45,0.0797649320657519,0.0830553566198757,0.0821152353186975
"837",0.85,0.35,0.55,0.0801252809885755,0.0830789075506662,0.0822350142472117
"838",0.85,0.35,0.65,0.0804855364271978,0.0831024648095592,0.0823547709860274
"839",0.85,0.35,0.75,0.0808456984142874,0.0831260283999088,0.0824745055468741
"840",0.85,0.35,0.85,0.0812057669825041,0.0831495983250717,0.0825942179414809
"841",0.85,0.35,0.95,0.0815657421644933,0.0831731745884067,0.0827139081815743
"842",0.85,0.45,0.05,0.0884855374910373,0.087094179853637,0.08749171060718
"843",0.85,0.45,0.15,0.0889395601580674,0.0871215611852377,0.0876409894631891
"844",0.85,0.45,0.25,0.0893934451600862,0.0871489503810366,0.0877902346036222
"845",0.85,0.45,0.35,0.0898471925464756,0.0871763474450943,0.087939446045489
"846",0.85,0.45,0.45,0.0903008023665946,0.0872037523814742,0.0880886238057943
"847",0.85,0.45,0.55,0.0907542746697759,0.0872311651942431,0.0882377679015381
"848",0.85,0.45,0.65,0.091207609505336,0.0872585858874704,0.0883868783497177
"849",0.85,0.45,0.75,0.0916608069225646,0.0872860144652289,0.0885359551673248
"850",0.85,0.45,0.85,0.0921138669707298,0.0873134509315943,0.0886849983713473
"851",0.85,0.45,0.95,0.0925667896990777,0.0873408952906454,0.0888340079787689
"852",0.85,0.55,0.05,0.0926706308592398,0.0914838428564789,0.091822925142982
"853",0.85,0.55,0.15,0.0932175791976303,0.0915156466308501,0.0920019130785016
"854",0.85,0.55,0.25,0.0937643358679201,0.0915474600250974,0.0921808531230467
"855",0.85,0.55,0.35,0.0943109009372098,0.0915792830441102,0.0923597452992815
"856",0.85,0.55,0.45,0.0948572744725644,0.0916111156927819,0.0925385896298626
"857",0.85,0.55,0.55,0.0954034565410083,0.0916429579760093,0.0927173861374376
"858",0.85,0.55,0.65,0.0959494472095306,0.0916748098986931,0.0928961348446467
"859",0.85,0.55,0.75,0.0964952465450791,0.0917066714657376,0.0930748357741209
"860",0.85,0.55,0.85,0.0970408546145641,0.0917385426820507,0.0932534889484831
"861",0.85,0.55,0.95,0.0975862714848587,0.0917704235525443,0.0934320943903484
"862",0.85,0.65,0.05,0.089297329530866,0.0961110330725381,0.0941642606320604
"863",0.85,0.65,0.15,0.0899297274623847,0.096147816991239,0.0943712199829949
"864",0.85,0.65,0.25,0.090561873341202,0.0961846124593876,0.0945781155684775
"865",0.85,0.65,0.35,0.0911937672501238,0.0962214194828244,0.0947849474163385
"866",0.85,0.65,0.45,0.0918254092718976,0.0962582380673939,0.094991715554395
"867",0.85,0.65,0.55,0.0924567994892138,0.0962950682189454,0.0951984200104506
"868",0.85,0.65,0.65,0.0930879379847024,0.0963319099433325,0.0954050608122953
"869",0.85,0.65,0.75,0.0937188248409369,0.0963687632464133,0.0956116379877058
"870",0.85,0.65,0.85,0.0943494601404326,0.0964056281340504,0.0958181515644453
"871",0.85,0.65,0.95,0.0949798439656441,0.0964425046121108,0.0960246015702632
"872",0.85,0.75,0.05,0.0789275135682002,0.100959019746027,0.0946643036952193
"873",0.85,0.75,0.15,0.0788037679868288,0.101001329278826,0.0946591689096842
"874",0.85,0.75,0.25,0.0786805068306309,0.101043652420422,0.0946541822519102
"875",0.85,0.75,0.35,0.0790796906830946,0.101085989177739,0.0947984753221264
"876",0.85,0.75,0.45,0.0797827791785943,0.101128339557709,0.0950296080208188
"877",0.85,0.75,0.55,0.0804855558341345,0.101170703567266,0.0952606613578002
"878",0.85,0.75,0.65,0.081188020741462,0.101213081213354,0.0954916353642421
"879",0.85,0.75,0.75,0.0818901739922408,0.101255472502918,0.0957225300712962
"880",0.85,0.75,0.85,0.0825920156780617,0.101297877442911,0.095953345510097
"881",0.85,0.75,0.95,0.0832935458904299,0.10134029604029,0.0961840817117583
"882",0.85,0.85,0.05,0.0657910968087113,0.10600845124677,0.0945177785501819
"883",0.85,0.85,0.15,0.0656931398171009,0.106056815700479,0.0945243368766565
"884",0.85,0.85,0.25,0.0655956441098767,0.106105195896173,0.0945310382429454
"885",0.85,0.85,0.35,0.0654986097143026,0.106153591842015,0.094537882662669
"886",0.85,0.85,0.45,0.0654020366577934,0.106202003546175,0.0945448701494948
"887",0.85,0.85,0.55,0.0653059249679112,0.106250431016828,0.0945520007171371
"888",0.85,0.85,0.65,0.0652102746723643,0.106298874262154,0.0945592743793566
"889",0.85,0.85,0.75,0.0651150857990128,0.106347333290341,0.0945666911499615
"890",0.85,0.85,0.85,0.0650203583758652,0.106395808109584,0.0945742510428069
"891",0.85,0.85,0.95,0.0649260924310753,0.106444298728081,0.094581954071794
"892",0.85,0.95,0.05,0.0557165290060265,0.111237602211389,0.095374438438428
"893",0.85,0.95,0.15,0.0542171715742061,0.111292531049518,0.0949852854851435
"894",0.85,0.95,0.25,0.0527200788821606,0.111347477768919,0.094596792372702
"895",0.85,0.95,0.35,0.0512252510221133,0.111402442379165,0.0942089591342927
"896",0.85,0.95,0.45,0.0497326880869923,0.111457424889839,0.0938217858033114
"897",0.85,0.95,0.55,0.0482423901704325,0.111512425310532,0.0934352724133608
"898",0.85,0.95,0.65,0.046754357366775,0.111567443650841,0.0930494189982507
"899",0.85,0.95,0.75,0.0453317760467893,0.11162247992037,0.0926822788136327
"900",0.85,0.95,0.85,0.0452431785567557,0.111677534128731,0.0926962896795952
"901",0.85,0.95,0.95,0.0456192889693651,0.111732606285543,0.0928430870523491
"902",0.95,0.05,0.05,0.0489512314574505,0.0781252836953983,0.0697898401988418
"903",0.95,0.05,0.15,0.0485955979694505,0.0781321750277223,0.0696931530110732
"904",0.95,0.05,0.25,0.048239983104899,0.0781390669087126,0.0695964715361945
"905",0.95,0.05,0.35,0.047884386862739,0.0781459593384719,0.0694997957739768
"906",0.95,0.05,0.45,0.0475288092419129,0.0781528523171026,0.0694031257241912
"907",0.95,0.05,0.55,0.0471732502413637,0.0781597458447073,0.0693064613866091
"908",0.95,0.05,0.65,0.0468177098600343,0.0781666399213887,0.0692098027610017
"909",0.95,0.05,0.75,0.0464621880968678,0.0781735345472494,0.0691131498471403
"910",0.95,0.05,0.85,0.0461066849508073,0.0781804297223919,0.0690165026447963
"911",0.95,0.05,0.95,0.0457512004207961,0.078187325446919,0.0689198611537411
"912",0.95,0.15,0.05,0.055458537696671,0.0819720831372141,0.0743967844399161
"913",0.95,0.15,0.15,0.0553210661264266,0.0819800375709455,0.0743631885867973
"914",0.95,0.15,0.25,0.0551836087115042,0.0819879926972598,0.0743295972727582
"915",0.95,0.15,0.35,0.0550461654513106,0.081995948516283,0.0742960104977194
"916",0.95,0.15,0.45,0.0549087363452526,0.0820039050281407,0.0742624282616012
"917",0.95,0.15,0.55,0.0547713213927371,0.0820118622329588,0.074228850564324
"918",0.95,0.15,0.65,0.0546339205931714,0.0820198201308632,0.0741952774058084
"919",0.95,0.15,0.75,0.0544965339459632,0.0820277787219797,0.0741617087859749
"920",0.95,0.15,0.85,0.05435916145052,0.0820357380064343,0.0741281447047445
"921",0.95,0.15,0.95,0.0542218031062489,0.0820436979843529,0.0740945851620375
"922",0.95,0.25,0.05,0.061526866084215,0.0863170661593287,0.0792341518521533
"923",0.95,0.25,0.15,0.0614076433760049,0.0863263235268364,0.0792067006265989
"924",0.95,0.25,0.25,0.0612884421488831,0.086335581760304,0.0791792561570409
"925",0.95,0.25,0.35,0.0611692624022223,0.0863448408598849,0.0791518184434098
"926",0.95,0.25,0.45,0.061050104135396,0.0863541008257328,0.0791243874856365
"927",0.95,0.25,0.55,0.0609309673477788,0.0863633616580012,0.079096963283652
"928",0.95,0.25,0.65,0.0608118520387448,0.086372623356844,0.0790695458373871
"929",0.95,0.25,0.75,0.0606927582076689,0.0863818859224147,0.079042135146773
"930",0.95,0.25,0.85,0.060573685853926,0.0863911493548672,0.0790147312117411
"931",0.95,0.25,0.95,0.0604546349768922,0.0864004136543551,0.0789873340322228
"932",0.95,0.35,0.05,0.0647059774658545,0.0910172387010157,0.0834997354909696
"933",0.95,0.35,0.15,0.0646064344722336,0.0910280346293656,0.0834790060130422
"934",0.95,0.35,0.25,0.064506919332436,0.0910388316244112,0.0834582852552754
"935",0.95,0.35,0.35,0.0644074320459275,0.0910496296863388,0.0834375732176499
"936",0.95,0.35,0.45,0.064307972612177,0.0910604288153346,0.0834168699001467
"937",0.95,0.35,0.55,0.0642085410306504,0.0910712290115849,0.0833961753027465
"938",0.95,0.35,0.65,0.0641091373008174,0.0910820302752762,0.0833754894254308
"939",0.95,0.35,0.75,0.064009761422147,0.0910928326065948,0.0833548122681811
"940",0.95,0.35,0.85,0.0639104133941095,0.0911036360057272,0.0833341438309793
"941",0.95,0.35,0.95,0.0638110932161744,0.0911144404728598,0.0833134841138068
"942",0.95,0.45,0.05,0.0635707890021407,0.0960105502525896,0.0867420470381756
"943",0.95,0.45,0.15,0.0634897341151935,0.0960231161377782,0.0867278641313254
"944",0.95,0.45,0.25,0.0634087111428541,0.0960356833136143,0.0867136912648257
"945",0.95,0.45,0.35,0.0633277200848276,0.0960482517803222,0.0866995284387523
"946",0.95,0.45,0.45,0.0632467609408209,0.0960608215381261,0.0866853756531818
"947",0.95,0.45,0.55,0.06316583371054,0.0960733925872505,0.0866712329081903
"948",0.95,0.45,0.65,0.0630849383936941,0.0960859649279197,0.0866571002038552
"949",0.95,0.45,0.75,0.0630040749899911,0.0960985385603582,0.0866429775402533
"950",0.95,0.45,0.85,0.0629232434991415,0.0961111134847905,0.0866288649174622
"951",0.95,0.45,0.95,0.0628424439208549,0.0961236897014412,0.0866147623355594
"952",0.95,0.55,0.05,0.0568134857591853,0.101282565517839,0.0885771141582234
"953",0.95,0.55,0.15,0.0567475303866515,0.101297127895817,0.0885686714646269
"954",0.95,0.55,0.25,0.0566816078084903,0.101311691805425,0.0885602392348723
"955",0.95,0.55,0.35,0.0566157180247951,0.101326257246931,0.088551817469178
"956",0.95,0.55,0.45,0.0565498610356591,0.101340824220603,0.0885434061677621
"957",0.95,0.55,0.55,0.0564840368411763,0.10135539272671,0.0885350053308432
"958",0.95,0.55,0.65,0.0564182454414427,0.10136996276552,0.0885266149586406
"959",0.95,0.55,0.75,0.0563524868365537,0.101384534337301,0.0885182350513731
"960",0.95,0.55,0.85,0.056286761026607,0.101399107442322,0.0885098656092607
"961",0.95,0.55,0.95,0.0562210680117009,0.101413682080852,0.0885015066325232
"962",0.95,0.65,0.05,0.0503725614457687,0.106819770942763,0.0906919968007644
"963",0.95,0.65,0.15,0.0498877054229583,0.106836550570468,0.0905654519568937
"964",0.95,0.65,0.25,0.0494030225895318,0.106853331979588,0.0904389578681431
"965",0.95,0.65,0.35,0.0489185129453887,0.106870115170441,0.0903125145347115
"966",0.95,0.65,0.45,0.0484341764904336,0.106886900143346,0.0901861219567997
"967",0.95,0.65,0.55,0.0479500132245763,0.106903686898623,0.09005978013461
"968",0.95,0.65,0.65,0.0474660231477316,0.106920475436592,0.0899334890683462
"969",0.95,0.65,0.75,0.0469822062598194,0.106937265757571,0.0898072487582134
"970",0.95,0.65,0.85,0.0464985625607647,0.10695405786188,0.0896810592044184
"971",0.95,0.65,0.95,0.0460150920504976,0.106970851749838,0.0895549204071695
"972",0.95,0.75,0.05,0.0566105555818059,0.11260589728701,0.09660722822838
"973",0.95,0.75,0.15,0.0564676862720816,0.11262510835153,0.0965801306145448
"974",0.95,0.75,0.25,0.0563248509073558,0.112644321445782,0.0965530441490889
"975",0.95,0.75,0.35,0.0561820494881223,0.112663536570144,0.0965259688324235
"976",0.95,0.75,0.45,0.0560392820148757,0.112682753724994,0.09649890466496
"977",0.95,0.75,0.55,0.0558965484881115,0.112701972910709,0.09647185164711
"978",0.95,0.75,0.65,0.0557538489083268,0.11272119412767,0.0964448097792859
"979",0.95,0.75,0.75,0.0556111832760185,0.112740417376252,0.0964177790618997
"980",0.95,0.75,0.85,0.0554685515916852,0.112759642656836,0.0963907594953644
"981",0.95,0.75,0.95,0.0553259538558262,0.112778869969799,0.0963637510800928
"982",0.95,0.85,0.05,0.0859347609497,0.11862165894352,0.109282545231
"983",0.95,0.85,0.15,0.0857279913711487,0.11864350896079,0.10923907536375
"984",0.95,0.85,0.25,0.085521249002975,0.118665361242331,0.10919561488823
"985",0.95,0.85,0.35,0.0853145338474675,0.11868721578859,0.109152163805412
"986",0.95,0.85,0.45,0.0851078459069155,0.118709072600014,0.109108722116271
"987",0.95,0.85,0.55,0.084901185183608,0.118730931677048,0.10906528982178
"988",0.95,0.85,0.65,0.0846945516798358,0.118752793020141,0.109021866922911
"989",0.95,0.85,0.75,0.0844879453978885,0.118774656629739,0.108978453420639
"990",0.95,0.85,0.85,0.0842813663400572,0.118796522506289,0.108935049315937
"991",0.95,0.85,0.95,0.0840748145086337,0.118818390650239,0.108891654609781
"992",0.95,0.95,0.05,0.140464296252681,0.124845793460839,0.129308222829937
"993",0.95,0.95,0.15,0.140261964298948,0.124870484406011,0.129268050089707
"994",0.95,0.95,0.25,0.140059640097008,0.124895177821864,0.129227881329048
"995",0.95,0.95,0.35,0.1398573236537,0.124919873708925,0.129187716550289
"996",0.95,0.95,0.45,0.139655014975864,0.124944572067721,0.129147555755762
"997",0.95,0.95,0.55,0.13945271407034,0.124969272898781,0.129107398947798
"998",0.95,0.95,0.65,0.139250420943962,0.12499397620263,0.129067246128725
"999",0.95,0.95,0.75,0.139048135603569,0.125018681979797,0.129027097300875
"1000",0.95,0.95,0.85,0.138845858055998,0.12504339023081,0.128986952466578
"1001",0.95,0.95,0.95,0.138643588308084,0.125068100956196,0.128946811628164
